gene_name,significant_in_sepsis,overlap_with_icucontrols,significant_in_icucontrols
CLTC,TRUE,FALSE,FALSE
CLUAP1,TRUE,FALSE,FALSE
CLVS1,TRUE,FALSE,FALSE
CLYBL,TRUE,FALSE,FALSE
CMSS1,TRUE,FALSE,FALSE
CMTM2,TRUE,FALSE,FALSE
CMTM4,TRUE,FALSE,FALSE
CMTM6,TRUE,FALSE,FALSE
CMTM8,TRUE,FALSE,FALSE
CNDP2,TRUE,FALSE,FALSE
CNIH4,TRUE,FALSE,FALSE
CNOT6,TRUE,FALSE,FALSE
COA4,TRUE,FALSE,FALSE
COBL,TRUE,FALSE,FALSE
COCH,TRUE,FALSE,FALSE
COG1,TRUE,FALSE,FALSE
COG5,TRUE,FALSE,FALSE
COL17A1,TRUE,FALSE,FALSE
COL18A1,TRUE,FALSE,FALSE
COLGALT2,TRUE,FALSE,FALSE
COMMD2,TRUE,FALSE,FALSE
COMMD7,TRUE,FALSE,FALSE
COMT,FALSE,FALSE,TRUE
COPA,TRUE,FALSE,FALSE
COPB1,TRUE,FALSE,FALSE
COPRS,TRUE,FALSE,FALSE
COPS2,TRUE,FALSE,FALSE
COPZ1,TRUE,FALSE,FALSE
COQ10B,TRUE,FALSE,FALSE
COQ4,TRUE,FALSE,FALSE
COQ8A,TRUE,FALSE,FALSE
CORO1B,TRUE,FALSE,FALSE
COX10,TRUE,FALSE,FALSE
COX4I1,TRUE,FALSE,FALSE
COX6A1,TRUE,FALSE,FALSE
COX6B1,TRUE,FALSE,FALSE
COX6B2,TRUE,FALSE,FALSE
COX7A2,TRUE,FALSE,FALSE
COX7A2L,TRUE,FALSE,FALSE
COX7C,TRUE,FALSE,FALSE
COX8A,TRUE,FALSE,FALSE
CP,TRUE,FALSE,FALSE
CPEB4,TRUE,FALSE,FALSE
CPED1,TRUE,FALSE,FALSE
CPNE3,TRUE,FALSE,FALSE
CPSF3,TRUE,FALSE,FALSE
CPVL,TRUE,FALSE,FALSE
CR1,TRUE,FALSE,FALSE
CR1L,TRUE,FALSE,FALSE
CRB3,TRUE,FALSE,FALSE
CRCP,TRUE,FALSE,FALSE
CREB3L4,TRUE,FALSE,FALSE
CREBL2,TRUE,FALSE,FALSE
CREG1,TRUE,FALSE,FALSE
CREG2,TRUE,FALSE,FALSE
CREM,TRUE,TRUE,TRUE
CRIP1,TRUE,FALSE,FALSE
CRIP2,TRUE,FALSE,FALSE
CRISP3,TRUE,TRUE,TRUE
CRLS1,TRUE,FALSE,FALSE
CRPPA,TRUE,FALSE,FALSE
CRTAP,TRUE,FALSE,FALSE
CRTC1,TRUE,FALSE,FALSE
CRX,TRUE,FALSE,FALSE
CRYGC,TRUE,FALSE,FALSE
CSDE1,TRUE,FALSE,FALSE
CSF1R,TRUE,FALSE,FALSE
CSGALNACT1,TRUE,FALSE,FALSE
CSGALNACT2,TRUE,FALSE,FALSE
CSNK1A1,TRUE,FALSE,FALSE
CSNK1G3,TRUE,FALSE,FALSE
CSNK2A2,TRUE,FALSE,FALSE
CSNK2B,TRUE,FALSE,FALSE
CSRNP1,FALSE,FALSE,TRUE
CST7,TRUE,FALSE,FALSE
CSTA,TRUE,FALSE,FALSE
CSTB,TRUE,FALSE,FALSE
CTDNEP1,TRUE,FALSE,FALSE
CTDSPL,TRUE,FALSE,FALSE
CTNNB1,TRUE,FALSE,FALSE
CTSD,TRUE,FALSE,FALSE
CTSF,TRUE,FALSE,FALSE
CTSG,FALSE,FALSE,TRUE
CTSV,TRUE,FALSE,FALSE
CTTNBP2NL,TRUE,FALSE,FALSE
CTU2,TRUE,FALSE,FALSE
CUBN,TRUE,FALSE,FALSE
CUL2,TRUE,FALSE,FALSE
CUTC,TRUE,FALSE,FALSE
CWF19L1,TRUE,FALSE,FALSE
CX3CR1,TRUE,FALSE,FALSE
CXCL10,TRUE,FALSE,FALSE
CXCR3,TRUE,FALSE,FALSE
CXCR5,TRUE,FALSE,FALSE
CXorf65,TRUE,FALSE,FALSE
CXXC5,TRUE,FALSE,FALSE
CYB561,TRUE,FALSE,FALSE
CYB5R1,TRUE,FALSE,FALSE
CYB5RL,TRUE,FALSE,FALSE
CYBB,TRUE,FALSE,FALSE
CYP19A1,TRUE,FALSE,FALSE
CYP21A2,TRUE,FALSE,FALSE
CYP26A1,TRUE,FALSE,FALSE
CYP2A6,TRUE,FALSE,FALSE
CYP2F1,TRUE,FALSE,FALSE
CYP2S1,TRUE,FALSE,FALSE
CYP4F22,TRUE,FALSE,FALSE
CYP4V2,TRUE,FALSE,FALSE
CYP51A1,TRUE,FALSE,FALSE
CYP8B1,TRUE,FALSE,FALSE
CYSTM1,TRUE,FALSE,FALSE
CYYR1,TRUE,FALSE,FALSE
D2HGDH,TRUE,FALSE,FALSE
DAAM2,TRUE,FALSE,FALSE
DAB1,TRUE,FALSE,FALSE
DACH1,TRUE,FALSE,FALSE
DACT1,TRUE,FALSE,FALSE
DAD1,TRUE,FALSE,FALSE
DAGLA,TRUE,FALSE,FALSE
DARS2,TRUE,FALSE,FALSE
DAZAP1,TRUE,FALSE,FALSE
DCAF10,TRUE,FALSE,FALSE
DCAF11,TRUE,FALSE,FALSE
DCAF4,TRUE,FALSE,FALSE
DCAF6,TRUE,FALSE,FALSE
DCAKD,TRUE,FALSE,FALSE
DCHS1,TRUE,FALSE,FALSE
DCLRE1B,TRUE,FALSE,FALSE
DCTN3,TRUE,FALSE,FALSE
DCUN1D1,TRUE,FALSE,FALSE
DCUN1D3,FALSE,FALSE,TRUE
DDAH2,TRUE,TRUE,TRUE
DDIT4,TRUE,FALSE,FALSE
DDX31,TRUE,FALSE,FALSE
DDX42,TRUE,FALSE,FALSE
DDX47,TRUE,FALSE,FALSE
DDX55,TRUE,FALSE,FALSE
DDX56,TRUE,FALSE,FALSE
DDX6,TRUE,FALSE,FALSE
DEDD,TRUE,FALSE,FALSE
DEFA1,TRUE,FALSE,FALSE
DEFA3,TRUE,FALSE,FALSE
DEFA4,TRUE,FALSE,FALSE
DEFB105B,FALSE,FALSE,TRUE
DEFB128,TRUE,FALSE,FALSE
DENND2C,TRUE,FALSE,FALSE
DENND4A,TRUE,FALSE,FALSE
DEPDC1,TRUE,FALSE,FALSE
DESI2,TRUE,FALSE,FALSE
DFFA,TRUE,FALSE,FALSE
DGCR6,TRUE,FALSE,FALSE
DGCR6L,TRUE,FALSE,FALSE
DGKZ,TRUE,FALSE,FALSE
DGLUCY,TRUE,FALSE,FALSE
DHCR7,TRUE,FALSE,FALSE
DHRS3,TRUE,FALSE,FALSE
DHRS4,TRUE,FALSE,FALSE
DHRS7,TRUE,FALSE,FALSE
DHRS9,TRUE,FALSE,FALSE
DHX36,TRUE,FALSE,FALSE
DHX58,TRUE,FALSE,FALSE
DIAPH2,TRUE,FALSE,FALSE
DIAPH3,TRUE,FALSE,FALSE
DIPK2A,TRUE,FALSE,FALSE
DIS3L,TRUE,FALSE,FALSE
DIS3L2,TRUE,FALSE,FALSE
DISC1,TRUE,FALSE,FALSE
DISP2,TRUE,FALSE,FALSE
DLD,TRUE,FALSE,FALSE
DLG3,TRUE,FALSE,FALSE
DLGAP3,TRUE,FALSE,FALSE
DLGAP5,TRUE,FALSE,FALSE
DMRTC1,TRUE,FALSE,FALSE
DMRTC1B,TRUE,FALSE,FALSE
DMRTC2,TRUE,FALSE,FALSE
DNAAF2,TRUE,FALSE,FALSE
DNAAF4,TRUE,FALSE,FALSE
DNAAF5,TRUE,FALSE,FALSE
DNAH14,TRUE,FALSE,FALSE
DNAJA2,TRUE,FALSE,FALSE
DNAJA3,TRUE,FALSE,FALSE
DNAJB11,TRUE,FALSE,FALSE
DNAJB13,TRUE,FALSE,FALSE
DNAJB14,TRUE,FALSE,FALSE
DNAJB5,TRUE,FALSE,FALSE
DNAJC27,TRUE,FALSE,FALSE
DNAJC3,TRUE,FALSE,FALSE
DNAJC30,TRUE,FALSE,FALSE
DNAJC4,TRUE,FALSE,FALSE
DNAJC5,TRUE,FALSE,FALSE
DNAJC6,TRUE,FALSE,FALSE
DNAJC8,TRUE,FALSE,FALSE
DNASE1L2,TRUE,FALSE,FALSE
DND1,TRUE,FALSE,FALSE
DNHD1,TRUE,FALSE,FALSE
DNLZ,TRUE,FALSE,FALSE
DNPEP,TRUE,FALSE,FALSE
DNTTIP2,TRUE,FALSE,FALSE
DOCK10,TRUE,FALSE,FALSE
DOCK3,TRUE,FALSE,FALSE
DOCK4,FALSE,FALSE,TRUE
DPEP3,TRUE,FALSE,FALSE
DPF2,TRUE,FALSE,FALSE
DPH2,TRUE,FALSE,FALSE
DPH3,TRUE,FALSE,FALSE
DPP10,TRUE,FALSE,FALSE
DPP4,TRUE,FALSE,FALSE
DPP9,TRUE,FALSE,FALSE
DPPA4,TRUE,FALSE,FALSE
DPY19L1,TRUE,FALSE,FALSE
DPY19L3,TRUE,FALSE,FALSE
DPYS,TRUE,FALSE,FALSE
DPYSL2,TRUE,FALSE,FALSE
DR1,TRUE,FALSE,FALSE
DRAM1,TRUE,FALSE,FALSE
DRAXIN,TRUE,FALSE,FALSE
DSCC1,TRUE,FALSE,FALSE
DSP,TRUE,FALSE,FALSE
DTNB,TRUE,FALSE,FALSE
DTYMK,TRUE,FALSE,FALSE
DUS4L-BCAP29,TRUE,FALSE,FALSE
DUSP13,TRUE,FALSE,FALSE
DUSP14,TRUE,FALSE,FALSE
DUSP7,TRUE,FALSE,FALSE
DYNC1LI2,TRUE,FALSE,FALSE
DYNLL1,TRUE,FALSE,FALSE
DYNLRB1,TRUE,FALSE,FALSE
DYRK2,TRUE,FALSE,FALSE
DYRK3,TRUE,FALSE,FALSE
DYTN,TRUE,FALSE,FALSE
E2F2,TRUE,FALSE,FALSE
E2F8,TRUE,FALSE,FALSE
EAF2,TRUE,FALSE,FALSE
EAPP,TRUE,FALSE,FALSE
EBF4,TRUE,FALSE,FALSE
EBLN2,TRUE,TRUE,TRUE
ECHDC3,TRUE,FALSE,FALSE
ECPAS,TRUE,FALSE,FALSE
ECSCR,TRUE,FALSE,FALSE
EDDM13,TRUE,FALSE,FALSE
EDN3,TRUE,FALSE,FALSE
EEF2K,TRUE,FALSE,FALSE
EEPD1,TRUE,FALSE,FALSE
EFCAB3,TRUE,FALSE,FALSE
EFNA3,TRUE,FALSE,FALSE
EFNA4,TRUE,FALSE,FALSE
EFNB1,TRUE,FALSE,FALSE
EID1,TRUE,FALSE,FALSE
EIF1,TRUE,FALSE,FALSE
EIF1B,TRUE,FALSE,FALSE
EIF2AK1,TRUE,FALSE,FALSE
EIF2B3,TRUE,FALSE,FALSE
EIF2S2,TRUE,FALSE,FALSE
EIF4EBP2,TRUE,FALSE,FALSE
EIF4G2,TRUE,FALSE,FALSE
EIF4G3,TRUE,FALSE,FALSE
ELANE,TRUE,FALSE,FALSE
ELAVL2,TRUE,FALSE,FALSE
ELL2,TRUE,FALSE,FALSE
ELL3,TRUE,FALSE,FALSE
ELMSAN1,TRUE,FALSE,FALSE
EMB,TRUE,FALSE,FALSE
EMC1,TRUE,FALSE,FALSE
EMC2,TRUE,FALSE,FALSE
EMC3,TRUE,FALSE,FALSE
EMC7,TRUE,FALSE,FALSE
EML4,TRUE,FALSE,FALSE
ENAH,TRUE,FALSE,FALSE
ENDOU,TRUE,FALSE,FALSE
ENDOV,TRUE,FALSE,FALSE
ENG,TRUE,FALSE,FALSE
ENKD1,TRUE,FALSE,FALSE
ENKUR,TRUE,FALSE,FALSE
ENO1,TRUE,FALSE,FALSE
ENO4,TRUE,FALSE,FALSE
ENPP4,TRUE,FALSE,FALSE
ENSA,TRUE,FALSE,FALSE
ENTPD2,TRUE,FALSE,FALSE
ENTPD6,TRUE,FALSE,FALSE
ENTPD7,TRUE,FALSE,FALSE
ENTPD8,TRUE,FALSE,FALSE
ENTR1,TRUE,FALSE,FALSE
ENY2,TRUE,FALSE,FALSE
EOMES,TRUE,FALSE,FALSE
EP400,TRUE,FALSE,FALSE
EPAS1,TRUE,FALSE,FALSE
EPB41L3,TRUE,FALSE,FALSE
EPB41L5,TRUE,FALSE,FALSE
EPHB1,TRUE,FALSE,FALSE
EPHB2,TRUE,FALSE,FALSE
EPHX2,TRUE,FALSE,FALSE
EPS15,TRUE,FALSE,FALSE
EPS15L1,TRUE,FALSE,FALSE
EPS8L2,TRUE,FALSE,FALSE
EPSTI1,TRUE,FALSE,FALSE
ERFL,TRUE,FALSE,FALSE
ERG,TRUE,FALSE,FALSE
ERGIC2,TRUE,FALSE,FALSE
ERH,TRUE,FALSE,FALSE
ERICH6,TRUE,FALSE,FALSE
ERLIN1,TRUE,FALSE,FALSE
ERLIN2,TRUE,FALSE,FALSE
ERO1A,TRUE,FALSE,FALSE
ERVMER34-1,TRUE,FALSE,FALSE
ESR2,TRUE,FALSE,FALSE
ESYT1,TRUE,FALSE,FALSE
ETF1,TRUE,FALSE,FALSE
ETFA,TRUE,FALSE,FALSE
ETS2,TRUE,FALSE,FALSE
ETV7,TRUE,FALSE,FALSE
EVL,TRUE,FALSE,FALSE
EXOC3L1,TRUE,FALSE,FALSE
EXOC5,TRUE,FALSE,FALSE
EXOSC1,TRUE,FALSE,FALSE
EXOSC2,TRUE,FALSE,FALSE
EXOSC4,TRUE,FALSE,FALSE
EXOSC5,TRUE,FALSE,FALSE
EXPH5,TRUE,FALSE,FALSE
EXT1,TRUE,FALSE,FALSE
EZH2,TRUE,FALSE,FALSE
EZR,TRUE,FALSE,FALSE
F11,TRUE,FALSE,FALSE
F12,TRUE,FALSE,FALSE
F2,TRUE,FALSE,FALSE
F5,TRUE,FALSE,FALSE
FAAH,TRUE,FALSE,FALSE
FAAH2,TRUE,FALSE,FALSE
FAAP100,TRUE,FALSE,FALSE
FABP6,TRUE,FALSE,FALSE
FAF1,TRUE,FALSE,FALSE
FAHD2B,TRUE,FALSE,FALSE
FAM104A,TRUE,FALSE,FALSE
FAM107B,TRUE,FALSE,FALSE
FAM110B,TRUE,FALSE,FALSE
FAM114A2,TRUE,FALSE,FALSE
FAM117B,TRUE,FALSE,FALSE
FAM120C,TRUE,FALSE,FALSE
FAM122A,TRUE,FALSE,FALSE
FAM136A,TRUE,FALSE,FALSE
FAM153B,TRUE,FALSE,FALSE
FAM160A2,TRUE,FALSE,FALSE
FAM160B2,TRUE,FALSE,FALSE
FAM163B,TRUE,FALSE,FALSE
FAM166B,TRUE,FALSE,FALSE
FAM169A,TRUE,FALSE,FALSE
FAM174B,TRUE,FALSE,FALSE
FAM177A1,TRUE,FALSE,FALSE
FAM184A,TRUE,FALSE,FALSE
FAM184B,TRUE,FALSE,FALSE
FAM186B,TRUE,FALSE,FALSE
FAM207A,TRUE,FALSE,FALSE
FAM214B,TRUE,FALSE,FALSE
FAM217B,TRUE,FALSE,FALSE
FAM227A,TRUE,FALSE,FALSE
FAM229B,TRUE,FALSE,FALSE
FAM243B,TRUE,FALSE,FALSE
FAM24B,TRUE,FALSE,FALSE
FAM32A,TRUE,FALSE,FALSE
FAM43A,TRUE,FALSE,FALSE
FAM47E-STBD1,TRUE,TRUE,TRUE
FAM49B,TRUE,FALSE,FALSE
FAM83D,TRUE,FALSE,FALSE
FAM83G,TRUE,FALSE,FALSE
FAM86C1,TRUE,FALSE,FALSE
FAM89B,TRUE,FALSE,FALSE
FAP,TRUE,FALSE,FALSE
FAR1,TRUE,FALSE,FALSE
FAR2,TRUE,FALSE,FALSE
FASLG,TRUE,FALSE,FALSE
FASN,TRUE,FALSE,FALSE
FASTKD3,TRUE,FALSE,FALSE
FASTKD5,TRUE,FALSE,FALSE
FAU,TRUE,FALSE,FALSE
FAXC,TRUE,FALSE,FALSE
FBLIM1,TRUE,FALSE,FALSE
FBLN5,TRUE,FALSE,FALSE
FBLN7,TRUE,FALSE,FALSE
FBN1,TRUE,TRUE,TRUE
FBXL14,TRUE,FALSE,FALSE
FBXL16,TRUE,FALSE,FALSE
FBXL22,TRUE,FALSE,FALSE
FBXL4,TRUE,FALSE,FALSE
FBXO11,TRUE,FALSE,FALSE
FBXO21,TRUE,FALSE,FALSE
FBXO24,TRUE,FALSE,FALSE
FBXO3,TRUE,FALSE,FALSE
FBXO30,TRUE,FALSE,FALSE
FBXO32,TRUE,FALSE,FALSE
FBXO34,TRUE,FALSE,FALSE
FBXO36,TRUE,FALSE,FALSE
FBXO38,TRUE,FALSE,FALSE
FBXO39,TRUE,FALSE,FALSE
FBXO41,TRUE,FALSE,FALSE
FBXO8,TRUE,FALSE,FALSE
FBXW2,TRUE,FALSE,FALSE
FBXW5,TRUE,FALSE,FALSE
FBXW7,TRUE,FALSE,FALSE
FCAR,TRUE,FALSE,FALSE
FCER1G,TRUE,FALSE,FALSE
FCER2,TRUE,FALSE,FALSE
FCGR2B,TRUE,FALSE,FALSE
FCGR3B,TRUE,FALSE,FALSE
FCHO1,TRUE,FALSE,FALSE
FCHO2,TRUE,FALSE,FALSE
FCMR,TRUE,FALSE,FALSE
FCRL6,TRUE,FALSE,FALSE
FDFT1,TRUE,FALSE,FALSE
FEM1C,TRUE,FALSE,FALSE
FERMT3,TRUE,FALSE,FALSE
FFAR4,TRUE,FALSE,FALSE
FGD2,TRUE,FALSE,FALSE
FGD4,TRUE,FALSE,FALSE
FGF1,TRUE,FALSE,FALSE
FGF8,TRUE,FALSE,FALSE
FGFR1OP2,TRUE,FALSE,FALSE
FIBP,TRUE,FALSE,FALSE
FIG4,TRUE,FALSE,FALSE
FILIP1,TRUE,FALSE,FALSE
FIP1L1,TRUE,FALSE,FALSE
FITM2,TRUE,FALSE,FALSE
FKBP1A,TRUE,FALSE,FALSE
FKBP5,TRUE,FALSE,FALSE
FKBP6,TRUE,FALSE,FALSE
FKBP9,TRUE,FALSE,FALSE
FLNB,TRUE,FALSE,FALSE
FLOT1,TRUE,FALSE,FALSE
FLT1,TRUE,FALSE,FALSE
FLT3LG,TRUE,FALSE,FALSE
FMNL3,TRUE,FALSE,FALSE
FMO4,TRUE,FALSE,FALSE
FNDC11,TRUE,FALSE,FALSE
FNDC3A,TRUE,FALSE,FALSE
FO681492.1,TRUE,FALSE,FALSE
FOLR1,TRUE,FALSE,FALSE
FOXM1,TRUE,FALSE,FALSE
FOXN2,TRUE,FALSE,FALSE
FOXN3,TRUE,FALSE,FALSE
FP565260.1,TRUE,FALSE,FALSE
FPGS,TRUE,FALSE,FALSE
FPGT,TRUE,FALSE,FALSE
FPR2,TRUE,FALSE,FALSE
FSCN2,TRUE,FALSE,FALSE
FSD1L,TRUE,FALSE,FALSE
FTH1,TRUE,FALSE,FALSE
FTL,TRUE,FALSE,FALSE
FTMT,TRUE,FALSE,FALSE
FURIN,TRUE,FALSE,FALSE
FUT4,TRUE,FALSE,FALSE
FUT8,TRUE,FALSE,FALSE
FXR1,TRUE,FALSE,FALSE
FXYD6,TRUE,FALSE,FALSE
FXYD7,TRUE,FALSE,FALSE
FYN,TRUE,FALSE,FALSE
FZD10,TRUE,FALSE,FALSE
FZD2,TRUE,FALSE,FALSE
FZD4,TRUE,FALSE,FALSE
G0S2,TRUE,TRUE,TRUE
G6PD,TRUE,FALSE,FALSE
GABARAPL2,TRUE,FALSE,FALSE
GABPA,TRUE,FALSE,FALSE
GABPB1,TRUE,FALSE,FALSE
GABRB1,TRUE,FALSE,FALSE
GADD45A,TRUE,FALSE,FALSE
GADD45B,TRUE,FALSE,FALSE
GALNT1,TRUE,FALSE,FALSE
GALNT2,TRUE,FALSE,FALSE
GALNT4,TRUE,FALSE,FALSE
GALNT7,TRUE,FALSE,FALSE
GALNTL5,TRUE,FALSE,FALSE
GALT,TRUE,FALSE,FALSE
GAP43,TRUE,FALSE,FALSE
GAPDH,TRUE,FALSE,FALSE
GAPVD1,TRUE,FALSE,FALSE
GAS8,TRUE,FALSE,FALSE
GATA2,TRUE,FALSE,FALSE
GATA3,TRUE,FALSE,FALSE
GBA,TRUE,FALSE,FALSE
GBE1,TRUE,FALSE,FALSE
GBP1,TRUE,FALSE,FALSE
GBP4,TRUE,FALSE,FALSE
GBP5,TRUE,FALSE,FALSE
GCA,TRUE,FALSE,FALSE
GCLM,TRUE,FALSE,FALSE
GCM1,TRUE,FALSE,FALSE
GCNT1,TRUE,FALSE,FALSE
GCNT4,TRUE,FALSE,FALSE
GCSAM,TRUE,FALSE,FALSE
GDF11,TRUE,FALSE,FALSE
GDI2,TRUE,FALSE,FALSE
GDPD3,TRUE,FALSE,FALSE
GEM,TRUE,FALSE,FALSE
GET3,TRUE,FALSE,FALSE
GFI1,TRUE,FALSE,FALSE
GGH,TRUE,FALSE,FALSE
GGNBP2,TRUE,FALSE,FALSE
GGT1,TRUE,FALSE,FALSE
GGT7,TRUE,FALSE,FALSE
GHITM,TRUE,FALSE,FALSE
GIMAP1,TRUE,FALSE,FALSE
GIMAP4,TRUE,FALSE,FALSE
GIMAP5,TRUE,FALSE,FALSE
GIMAP6,TRUE,FALSE,FALSE
GIMAP7,TRUE,FALSE,FALSE
GIMAP8,TRUE,FALSE,FALSE
GIT1,TRUE,FALSE,FALSE
GJA1,TRUE,FALSE,FALSE
GJB3,TRUE,FALSE,FALSE
GJB5,TRUE,FALSE,FALSE
GK5,TRUE,FALSE,FALSE
GLB1L2,TRUE,FALSE,FALSE
GLI1,TRUE,FALSE,FALSE
GLIS2,TRUE,FALSE,FALSE
GLOD4,TRUE,FALSE,FALSE
GLRA3,TRUE,FALSE,FALSE
GLTP,TRUE,FALSE,FALSE
GLUL,TRUE,FALSE,FALSE
GM2A,TRUE,FALSE,FALSE
GMFB,TRUE,FALSE,FALSE
GMFG,TRUE,FALSE,FALSE
GNA13,TRUE,FALSE,FALSE
GNAI3,TRUE,FALSE,FALSE
GNAL,TRUE,FALSE,FALSE
GNAQ,TRUE,FALSE,FALSE
GNAS,TRUE,FALSE,FALSE
GNG10,TRUE,FALSE,FALSE
GNG2,TRUE,FALSE,FALSE
GNG5,TRUE,FALSE,FALSE
GNGT2,TRUE,FALSE,FALSE
GNMT,TRUE,FALSE,FALSE
GOLGA1,TRUE,FALSE,FALSE
GOLGA6D,TRUE,FALSE,FALSE
GOLGA6L1,TRUE,FALSE,FALSE
GOLGA6L7,TRUE,FALSE,FALSE
GOLGA6L9,TRUE,FALSE,FALSE
GOLGA7B,TRUE,FALSE,FALSE
GOLGA8A,TRUE,FALSE,FALSE
GOLGA8O,TRUE,FALSE,FALSE
GOLGA8Q,TRUE,FALSE,FALSE
GOLPH3,TRUE,FALSE,FALSE
GOSR1,TRUE,FALSE,FALSE
GPA33,TRUE,FALSE,FALSE
GPAA1,TRUE,FALSE,FALSE
GPAT4,TRUE,TRUE,TRUE
GPBAR1,TRUE,FALSE,FALSE
GPBP1L1,TRUE,FALSE,FALSE
GPC1,TRUE,FALSE,FALSE
GPHN,TRUE,FALSE,FALSE
GPI,TRUE,FALSE,FALSE
GPR135,TRUE,FALSE,FALSE
GPR141,TRUE,FALSE,FALSE
GPR150,TRUE,FALSE,FALSE
GPR153,TRUE,FALSE,FALSE
GPR160,TRUE,FALSE,FALSE
GPR174,TRUE,FALSE,FALSE
GPR68,TRUE,FALSE,FALSE
GPR84,TRUE,TRUE,TRUE
GPR85,TRUE,FALSE,FALSE
GPRASP1,TRUE,FALSE,FALSE
GPT,TRUE,FALSE,FALSE
GRAP,TRUE,FALSE,FALSE
GRB10,TRUE,FALSE,FALSE
GRIFIN,TRUE,FALSE,FALSE
GRIK4,TRUE,FALSE,FALSE
GRIN2C,TRUE,FALSE,FALSE
GRIN3A,TRUE,FALSE,FALSE
GRINA,TRUE,FALSE,FALSE
GRIP2,TRUE,FALSE,FALSE
GRM2,TRUE,FALSE,FALSE
GRM6,TRUE,FALSE,FALSE
GRWD1,TRUE,FALSE,FALSE
GSC2,TRUE,FALSE,FALSE
GSG1L2,TRUE,FALSE,FALSE
GSKIP,TRUE,FALSE,FALSE
GSPT2,TRUE,FALSE,FALSE
GSR,TRUE,FALSE,FALSE
GSTM1,TRUE,FALSE,FALSE
GSTO1,TRUE,FALSE,FALSE
GSTO2,TRUE,FALSE,FALSE
GTDC1,TRUE,FALSE,FALSE
GTF2A2,TRUE,FALSE,FALSE
GTF2F2,TRUE,FALSE,FALSE
GTF2H2,TRUE,FALSE,FALSE
GTF2IRD1,TRUE,FALSE,FALSE
GTPBP1,FALSE,FALSE,TRUE
GTPBP3,TRUE,FALSE,FALSE
GVQW3,TRUE,FALSE,FALSE
GYG1,TRUE,FALSE,FALSE
GYPB,TRUE,FALSE,FALSE
GYS1,TRUE,FALSE,FALSE
GZMH,TRUE,FALSE,FALSE
H1-0,TRUE,FALSE,FALSE
H1-2,TRUE,FALSE,FALSE
H1-4,TRUE,FALSE,FALSE
H1-5,TRUE,FALSE,FALSE
H2AB3,TRUE,FALSE,FALSE
H2AC11,TRUE,FALSE,FALSE
H2AC13,TRUE,FALSE,FALSE
H2AC14,TRUE,FALSE,FALSE
H2AC16,TRUE,FALSE,FALSE
H2AC17,TRUE,FALSE,FALSE
H2AC20,TRUE,FALSE,FALSE
H2AC21,TRUE,FALSE,FALSE
H2AC7,TRUE,FALSE,FALSE
H2AC8,TRUE,FALSE,FALSE
H2AJ,TRUE,FALSE,FALSE
H2AX,TRUE,FALSE,FALSE
H2AZ1,TRUE,FALSE,FALSE
H2AZ2,TRUE,FALSE,FALSE
H2BC11,TRUE,FALSE,FALSE
H2BC12,TRUE,FALSE,FALSE
H2BC13,TRUE,FALSE,FALSE
H2BC14,TRUE,FALSE,FALSE
H2BC15,TRUE,FALSE,FALSE
H2BC17,TRUE,FALSE,FALSE
H2BC3,TRUE,FALSE,FALSE
H2BC4,TRUE,FALSE,FALSE
H2BC5,TRUE,FALSE,FALSE
H2BC6,TRUE,FALSE,FALSE
H2BC8,TRUE,FALSE,FALSE
H2BC9,TRUE,FALSE,FALSE
H3-3A,TRUE,FALSE,FALSE
H3C1,TRUE,FALSE,FALSE
H3C10,TRUE,FALSE,FALSE
H3C11,TRUE,FALSE,FALSE
H3C12,TRUE,FALSE,FALSE
H3C14,TRUE,FALSE,FALSE
H3C15,TRUE,FALSE,FALSE
H3C2,TRUE,TRUE,TRUE
H3C7,TRUE,FALSE,FALSE
H3C8,TRUE,FALSE,FALSE
H3Y2,TRUE,FALSE,FALSE
H4C11,TRUE,FALSE,FALSE
H4C14,TRUE,FALSE,FALSE
H4C2,TRUE,FALSE,FALSE
H4C3,TRUE,FALSE,FALSE
H4C8,TRUE,FALSE,FALSE
H4C9,TRUE,FALSE,FALSE
HADHA,TRUE,FALSE,FALSE
HADHB,TRUE,FALSE,FALSE
HAL,TRUE,FALSE,FALSE
HAPLN3,TRUE,FALSE,FALSE
HAUS6,TRUE,FALSE,FALSE
HAX1,TRUE,FALSE,FALSE
HBEGF,TRUE,TRUE,TRUE
HBS1L,TRUE,FALSE,FALSE
HCAR2,TRUE,FALSE,FALSE
HCAR3,TRUE,FALSE,FALSE
HCCS,TRUE,FALSE,FALSE
HCFC1R1,TRUE,FALSE,FALSE
HDAC9,TRUE,FALSE,FALSE
HDC,TRUE,FALSE,FALSE
HDGF,TRUE,FALSE,FALSE
HDHD5,TRUE,FALSE,FALSE
HDX,TRUE,FALSE,FALSE
HEATR4,TRUE,FALSE,FALSE
HEATR9,TRUE,FALSE,FALSE
HECTD4,TRUE,FALSE,FALSE
HEG1,TRUE,FALSE,FALSE
HENMT1,TRUE,FALSE,FALSE
HERC5,TRUE,FALSE,FALSE
HERC6,TRUE,FALSE,FALSE
HES4,TRUE,FALSE,FALSE
HEXD,TRUE,FALSE,FALSE
HFE,TRUE,FALSE,FALSE
HGF,TRUE,FALSE,FALSE
HHAT,TRUE,FALSE,FALSE
HHATL,TRUE,FALSE,FALSE
HIC1,TRUE,FALSE,FALSE
HIC2,TRUE,FALSE,FALSE
